日期,时间段,预测光伏功率（kW）
2026-01-05,18:10-18:20,0.013571
2026-01-05,18:20-18:30,0.000000
2026-01-05,18:30-18:40,0.000000
2026-01-05,18:40-18:50,0.000977
2026-01-05,18:50-19:00,0.000000
2026-01-05,19:00-19:10,0.000000
2026-01-05,19:10-19:20,0.000000
2026-01-05,19:20-19:30,0.000000
2026-01-05,19:30-19:40,0.000000
2026-01-05,19:40-19:50,0.000000
2026-01-05,19:50-20:00,0.000000
2026-01-05,20:00-20:10,0.000000
2026-01-05,20:10-20:20,0.000000
2026-01-05,20:20-20:30,0.000000
2026-01-05,20:30-20:40,0.000000
2026-01-05,20:40-20:50,0.000000
2026-01-05,20:50-21:00,0.000000
2026-01-05,21:00-21:10,0.000000
2026-01-05,21:10-21:20,0.000000
2026-01-05,21:20-21:30,0.000000
2026-01-05,21:30-21:40,0.000000
2026-01-05,21:40-21:50,0.000000
2026-01-05,21:50-22:00,0.000000
2026-01-05,22:00-22:10,0.000000
2026-01-05,22:10-22:20,0.000000
2026-01-05,22:20-22:30,0.000000
2026-01-05,22:30-22:40,0.000000
2026-01-05,22:40-22:50,0.000000
2026-01-05,22:50-23:00,0.000000
2026-01-05,23:00-23:10,0.000000
2026-01-05,23:10-23:20,0.000000
2026-01-05,23:20-23:30,0.000000
2026-01-05,23:30-23:40,0.000000
2026-01-05,23:40-23:50,0.000000
2026-01-05,23:50-24:00,0.000000
